,isced11,genero,edad,edad_ingresos,geo,periodo,satisfaccion_general,mediana_ingresos,media_ingresos,no_afrontar_imprevistos(%)
8560,ED3_4,T,Y_GE75,Y_GE75,RO,2021-01-01,7.4,3821.0,4233.0,47.3
8561,ED3_4,T,Y_GE75,Y_GE75,RO,2022-01-01,7.1,4973.0,5468.0,47.9
8562,ED3_4,T,Y_GE75,Y_GE75,RO,2023-01-01,7.2,5772.0,6365.0,46.4
8563,ED3_4,T,Y_GE75,Y_GE75,RO,2024-01-01,7.2,6610.0,7270.0,40.1
8564,ED3_4,T,Y_GE75,Y_GE75,SE,2021-01-01,7.4,19538.0,22095.0,18.4
8565,ED3_4,T,Y_GE75,Y_GE75,SE,2022-01-01,7.7,19975.0,23170.0,21.2
8566,ED3_4,T,Y_GE75,Y_GE75,SE,2023-01-01,7.7,20845.0,23984.0,21.9
8567,ED3_4,T,Y_GE75,Y_GE75,SE,2024-01-01,7.7,21356.0,25211.0,22.5
8568,ED3_4,T,Y_GE75,Y_GE75,SI,2021-01-01,7.1,13235.0,14556.0,24.6
8569,ED3_4,T,Y_GE75,Y_GE75,SI,2022-01-01,7.2,13889.0,15283.0,24.6
8570,ED3_4,T,Y_GE75,Y_GE75,SI,2023-01-01,7.3,15002.0,16516.0,22.7
8571,ED3_4,T,Y_GE75,Y_GE75,SI,2024-01-01,7.1,15857.0,17523.0,23.2
8572,ED3_4,T,Y_GE75,Y_GE75,SK,2021-01-01,6.4,7952.0,8316.0,27.0
8573,ED3_4,T,Y_GE75,Y_GE75,SK,2022-01-01,6.1,8481.0,8906.0,27.0
8574,ED3_4,T,Y_GE75,Y_GE75,SK,2023-01-01,6.4,9090.0,9386.0,29.3
8575,ED3_4,T,Y_GE75,Y_GE75,SK,2024-01-01,6.5,10494.0,10654.0,28.2
8576,ED3_4,T,Y_GE75,Y_GE75,TR,2021-01-01,6.0,2963.0,4132.0,33.4
8577,ED3_4,T,Y_GE75,Y_GE75,TR,2022-01-01,6.1,2805.0,4349.0,31.1
8578,ED3_4,T,Y_GE75,Y_GE75,TR,2023-01-01,5.9,2615.0,3572.0,31.8
8579,ED3_4,T,Y_GE75,Y_GE75,TR,2024-01-01,6.1,3195.0,4380.0,26.8
8580,ED5-8,F,Y16-24,Y16-24,AT,2021-01-01,8.2,27305.0,28228.0,18.6
8581,ED5-8,F,Y16-24,Y16-24,AT,2022-01-01,8.3,26070.0,28058.0,19.0
8582,ED5-8,F,Y16-24,Y16-24,AT,2023-01-01,7.8,30700.0,32885.0,22.8
8583,ED5-8,F,Y16-24,Y16-24,AT,2024-01-01,7.8,31026.0,33804.0,20.9
8584,ED5-8,F,Y16-24,Y16-24,BE,2021-01-01,8.1,24390.0,25223.0,22.3
8585,ED5-8,F,Y16-24,Y16-24,BE,2022-01-01,7.9,26563.0,27847.0,22.7
8586,ED5-8,F,Y16-24,Y16-24,BE,2023-01-01,8.1,27845.0,29150.0,21.5
8587,ED5-8,F,Y16-24,Y16-24,BE,2024-01-01,8.1,29218.0,30365.0,21.5
8588,ED5-8,F,Y16-24,Y16-24,BG,2021-01-01,6.9,4637.0,5727.0,36.4
8589,ED5-8,F,Y16-24,Y16-24,BG,2022-01-01,7.0,5234.0,6239.0,42.4
8590,ED5-8,F,Y16-24,Y16-24,BG,2023-01-01,7.75,6001.0,7104.0,46.7
8591,ED5-8,F,Y16-24,Y16-24,BG,2024-01-01,7.2,6963.0,8537.0,45.6
8592,ED5-8,F,Y16-24,Y16-24,CY,2021-01-01,7.3,16201.0,18397.0,43.4
8593,ED5-8,F,Y16-24,Y16-24,CY,2022-01-01,7.6,17344.0,19912.0,39.7
8594,ED5-8,F,Y16-24,Y16-24,CY,2023-01-01,8.1,18544.0,20736.0,37.6
8595,ED5-8,F,Y16-24,Y16-24,CY,2024-01-01,8.1,20106.0,22121.0,34.8
8596,ED5-8,F,Y16-24,Y16-24,CZ,2021-01-01,8.1,10444.0,11561.0,18.1
8597,ED5-8,F,Y16-24,Y16-24,CZ,2022-01-01,7.9,11974.0,13004.0,17.5
8598,ED5-8,F,Y16-24,Y16-24,CZ,2023-01-01,8.4,12934.0,13912.0,19.7
8599,ED5-8,F,Y16-24,Y16-24,CZ,2024-01-01,8.3,14151.0,15288.0,19.2
8600,ED5-8,F,Y16-24,Y16-24,DE,2021-01-01,7.61,22501.0,25640.0,32.3
8601,ED5-8,F,Y16-24,Y16-24,DE,2022-01-01,7.1,22349.0,25079.0,33.9
8602,ED5-8,F,Y16-24,Y16-24,DE,2023-01-01,7.6,23360.0,26079.0,35.0
8603,ED5-8,F,Y16-24,Y16-24,DE,2024-01-01,7.6,24711.0,27673.0,32.2
8604,ED5-8,F,Y16-24,Y16-24,DK,2021-01-01,7.3,24285.0,26603.0,19.5
8605,ED5-8,F,Y16-24,Y16-24,DK,2022-01-01,7.5,26869.0,31587.0,20.2
8606,ED5-8,F,Y16-24,Y16-24,DK,2023-01-01,7.75,27632.0,30385.0,23.1
8607,ED5-8,F,Y16-24,Y16-24,DK,2024-01-01,7.77,28045.0,29538.0,21.1
8608,ED5-8,F,Y16-24,Y16-24,EE,2021-01-01,7.5,11950.0,13043.0,27.1
8609,ED5-8,F,Y16-24,Y16-24,EE,2022-01-01,7.6,13733.0,15477.0,31.3
8610,ED5-8,F,Y16-24,Y16-24,EE,2023-01-01,8.1,14873.0,15775.0,30.2
8611,ED5-8,F,Y16-24,Y16-24,EE,2024-01-01,7.5,16616.0,17571.0,34.7
8612,ED5-8,F,Y16-24,Y16-24,EL,2021-01-01,7.1,7622.0,8555.0,46.3
8613,ED5-8,F,Y16-24,Y16-24,EL,2022-01-01,7.2,8330.0,9671.0,43.6
8614,ED5-8,F,Y16-24,Y16-24,EL,2023-01-01,7.2,8400.0,9528.0,44.3
8615,ED5-8,F,Y16-24,Y16-24,EL,2024-01-01,7.6,9821.0,10852.0,43.9
8616,ED5-8,F,Y16-24,Y16-24,ES,2021-01-01,7.5,14088.0,16272.0,33.4
8617,ED5-8,F,Y16-24,Y16-24,ES,2022-01-01,7.8,14941.0,17062.0,35.5
8618,ED5-8,F,Y16-24,Y16-24,ES,2023-01-01,7.6,16500.0,19162.0,37.1
8619,ED5-8,F,Y16-24,Y16-24,ES,2024-01-01,7.7,17673.0,19946.0,35.9
8620,ED5-8,F,Y16-24,Y16-24,EU27_2020,2021-01-01,7.61,16781.0,18942.0,29.45
8621,ED5-8,F,Y16-24,Y16-24,EU27_2020,2022-01-01,7.72,17429.0,19664.0,30.19
8622,ED5-8,F,Y16-24,Y16-24,EU27_2020,2023-01-01,7.75,18530.0,20847.0,30.65
8623,ED5-8,F,Y16-24,Y16-24,EU27_2020,2024-01-01,7.7,19602.0,21729.0,29.68
8624,ED5-8,F,Y16-24,Y16-24,FI,2021-01-01,8.3,20196.0,24139.0,23.5
8625,ED5-8,F,Y16-24,Y16-24,FI,2022-01-01,7.72,21325.0,23864.0,23.2
8626,ED5-8,F,Y16-24,Y16-24,FI,2023-01-01,8.3,21502.0,24001.0,26.0
8627,ED5-8,F,Y16-24,Y16-24,FI,2024-01-01,8.0,22813.0,25136.0,27.3
8628,ED5-8,F,Y16-24,Y16-24,FR,2021-01-01,6.9,20109.0,23553.0,27.6
8629,ED5-8,F,Y16-24,Y16-24,FR,2022-01-01,7.4,20605.0,24366.0,31.4
8630,ED5-8,F,Y16-24,Y16-24,FR,2023-01-01,7.7,21703.0,25282.0,29.4
8631,ED5-8,F,Y16-24,Y16-24,FR,2024-01-01,7.5,22428.0,24716.0,29.4
8632,ED5-8,F,Y16-24,Y16-24,HR,2021-01-01,8.2,7831.0,8552.0,46.5
8633,ED5-8,F,Y16-24,Y16-24,HR,2022-01-01,8.1,8906.0,9418.0,44.8
8634,ED5-8,F,Y16-24,Y16-24,HR,2023-01-01,8.6,9695.0,10291.0,41.4
8635,ED5-8,F,Y16-24,Y16-24,HR,2024-01-01,8.6,12575.0,13579.0,34.9
8636,ED5-8,F,Y16-24,Y16-24,HU,2021-01-01,7.61,6004.0,6626.0,34.8
8637,ED5-8,F,Y16-24,Y16-24,HU,2022-01-01,7.8,6291.0,6960.0,33.7
8638,ED5-8,F,Y16-24,Y16-24,HU,2023-01-01,7.75,6814.0,7634.0,31.5
8639,ED5-8,F,Y16-24,Y16-24,HU,2024-01-01,7.77,8116.0,8707.0,28.6
8640,ED5-8,F,Y16-24,Y16-24,IE,2021-01-01,7.5,27002.0,30518.0,29.1
8641,ED5-8,F,Y16-24,Y16-24,IE,2022-01-01,7.7,28785.0,32588.0,33.1
8642,ED5-8,F,Y16-24,Y16-24,IE,2023-01-01,7.4,28687.0,34156.0,34.4
8643,ED5-8,F,Y16-24,Y16-24,IE,2024-01-01,8.0,31874.0,36650.0,31.5
8644,ED5-8,F,Y16-24,Y16-24,IT,2021-01-01,7.6,15485.0,17427.0,32.7
8645,ED5-8,F,Y16-24,Y16-24,IT,2022-01-01,7.6,16596.0,18765.0,32.9
8646,ED5-8,F,Y16-24,Y16-24,IT,2023-01-01,7.8,17906.0,20138.0,28.8
8647,ED5-8,F,Y16-24,Y16-24,IT,2024-01-01,7.5,18351.0,20739.0,29.9
8648,ED5-8,F,Y16-24,Y16-24,LT,2021-01-01,8.0,9680.0,11335.0,36.4
8649,ED5-8,F,Y16-24,Y16-24,LT,2022-01-01,8.2,10627.0,12490.0,39.3
8650,ED5-8,F,Y16-24,Y16-24,LT,2023-01-01,7.7,10998.0,13206.0,40.5
8651,ED5-8,F,Y16-24,Y16-24,LT,2024-01-01,8.0,11927.0,14183.0,41.3
8652,ED5-8,F,Y16-24,Y16-24,LU,2021-01-01,8.0,36373.0,40719.0,21.3
8653,ED5-8,F,Y16-24,Y16-24,LU,2022-01-01,7.8,36732.0,41751.0,18.8
8654,ED5-8,F,Y16-24,Y16-24,LU,2023-01-01,7.6,35088.0,42908.0,24.1
8655,ED5-8,F,Y16-24,Y16-24,LU,2024-01-01,7.7,35624.0,43890.0,22.5
8656,ED5-8,F,Y16-24,Y16-24,LV,2021-01-01,7.3,9167.0,10317.0,41.9
8657,ED5-8,F,Y16-24,Y16-24,LV,2022-01-01,7.8,10449.0,11476.0,44.1
8658,ED5-8,F,Y16-24,Y16-24,LV,2023-01-01,7.3,10835.0,12218.0,44.8
8659,ED5-8,F,Y16-24,Y16-24,LV,2024-01-01,7.9,12573.0,14357.0,45.2
8660,ED5-8,F,Y16-24,Y16-24,MT,2021-01-01,7.7,17380.0,19276.0,15.7
8661,ED5-8,F,Y16-24,Y16-24,MT,2022-01-01,7.8,19092.0,20875.0,15.4
8662,ED5-8,F,Y16-24,Y16-24,MT,2023-01-01,7.7,19882.0,24797.0,15.9
8663,ED5-8,F,Y16-24,Y16-24,MT,2024-01-01,8.2,20041.0,23796.0,18.3
8664,ED5-8,F,Y16-24,Y16-24,NL,2021-01-01,7.5,25439.0,27030.0,15.1
8665,ED5-8,F,Y16-24,Y16-24,NL,2022-01-01,7.6,26272.0,28441.0,14.7
8666,ED5-8,F,Y16-24,Y16-24,NL,2023-01-01,7.4,26515.0,29233.0,15.9
8667,ED5-8,F,Y16-24,Y16-24,NL,2024-01-01,7.7,28522.0,30950.0,17.0
8668,ED5-8,F,Y16-24,Y16-24,NO,2021-01-01,7.6,27564.0,29602.0,23.4
8669,ED5-8,F,Y16-24,Y16-24,NO,2022-01-01,7.7,30788.0,36070.0,22.0
8670,ED5-8,F,Y16-24,Y16-24,NO,2023-01-01,7.7,33690.0,36666.0,24.2
8671,ED5-8,F,Y16-24,Y16-24,NO,2024-01-01,7.6,33445.0,33365.0,23.7
8672,ED5-8,F,Y16-24,Y16-24,PL,2021-01-01,7.2,7450.0,8149.0,24.7
8673,ED5-8,F,Y16-24,Y16-24,PL,2022-01-01,8.3,8062.0,8747.0,27.3
8674,ED5-8,F,Y16-24,Y16-24,PL,2023-01-01,8.4,9122.0,9806.0,26.0
8675,ED5-8,F,Y16-24,Y16-24,PL,2024-01-01,7.6,10707.0,11793.0,23.0
8676,ED5-8,F,Y16-24,Y16-24,PT,2021-01-01,7.61,10359.0,11605.0,31.2
8677,ED5-8,F,Y16-24,Y16-24,PT,2022-01-01,8.3,10095.0,11856.0,29.9
8678,ED5-8,F,Y16-24,Y16-24,PT,2023-01-01,7.3,10524.0,12474.0,30.5
8679,ED5-8,F,Y16-24,Y16-24,PT,2024-01-01,7.7,12105.0,13802.0,28.7
8680,ED5-8,F,Y16-24,Y16-24,RO,2021-01-01,8.8,4427.0,4980.0,47.3
8681,ED5-8,F,Y16-24,Y16-24,RO,2022-01-01,8.4,4764.0,5259.0,47.9
8682,ED5-8,F,Y16-24,Y16-24,RO,2023-01-01,7.75,5907.0,6424.0,46.4
8683,ED5-8,F,Y16-24,Y16-24,RO,2024-01-01,8.1,7176.0,7674.0,40.1
8684,ED5-8,F,Y16-24,Y16-24,SE,2021-01-01,7.3,21824.0,24692.0,18.4
8685,ED5-8,F,Y16-24,Y16-24,SE,2022-01-01,7.6,22340.0,23809.0,21.2
8686,ED5-8,F,Y16-24,Y16-24,SE,2023-01-01,7.8,22920.0,25398.0,21.9
8687,ED5-8,F,Y16-24,Y16-24,SE,2024-01-01,7.7,22513.0,25349.0,22.5
8688,ED5-8,F,Y16-24,Y16-24,SI,2021-01-01,7.61,15161.0,16248.0,24.6
8689,ED5-8,F,Y16-24,Y16-24,SI,2022-01-01,7.72,16648.0,17562.0,24.6
8690,ED5-8,F,Y16-24,Y16-24,SI,2023-01-01,7.75,18516.0,19624.0,22.7
8691,ED5-8,F,Y16-24,Y16-24,SI,2024-01-01,8.1,20246.0,21583.0,23.2
8692,ED5-8,F,Y16-24,Y16-24,SK,2021-01-01,8.4,7690.0,8025.0,27.0
8693,ED5-8,F,Y16-24,Y16-24,SK,2022-01-01,8.7,7662.0,7862.0,27.0
8694,ED5-8,F,Y16-24,Y16-24,SK,2023-01-01,8.6,8453.0,8335.0,29.3
8695,ED5-8,F,Y16-24,Y16-24,SK,2024-01-01,8.2,8821.0,8869.0,28.2
8696,ED5-8,F,Y16-24,Y16-24,TR,2021-01-01,6.0,2426.0,3218.0,33.4
8697,ED5-8,F,Y16-24,Y16-24,TR,2022-01-01,5.7,2467.0,3372.0,31.1
8698,ED5-8,F,Y16-24,Y16-24,TR,2023-01-01,5.8,2630.0,3613.0,31.8
8699,ED5-8,F,Y16-24,Y16-24,TR,2024-01-01,6.0,3662.0,5057.0,26.8
8700,ED5-8,F,Y20-24,Y16-24,AT,2021-01-01,8.2,27305.0,28228.0,18.6
8701,ED5-8,F,Y20-24,Y16-24,AT,2022-01-01,8.3,26070.0,28058.0,19.0
8702,ED5-8,F,Y20-24,Y16-24,AT,2023-01-01,7.7,30700.0,32885.0,22.8
8703,ED5-8,F,Y20-24,Y16-24,AT,2024-01-01,7.9,31026.0,33804.0,20.9
8704,ED5-8,F,Y20-24,Y16-24,BE,2021-01-01,8.1,24390.0,25223.0,22.3
8705,ED5-8,F,Y20-24,Y16-24,BE,2022-01-01,7.9,26563.0,27847.0,22.7
8706,ED5-8,F,Y20-24,Y16-24,BE,2023-01-01,8.1,27845.0,29150.0,21.5
8707,ED5-8,F,Y20-24,Y16-24,BE,2024-01-01,8.2,29218.0,30365.0,21.5
8708,ED5-8,F,Y20-24,Y16-24,BG,2021-01-01,6.9,4637.0,5727.0,36.4
8709,ED5-8,F,Y20-24,Y16-24,BG,2022-01-01,7.0,5234.0,6239.0,42.4
8710,ED5-8,F,Y20-24,Y16-24,BG,2023-01-01,7.75,6001.0,7104.0,46.7
8711,ED5-8,F,Y20-24,Y16-24,BG,2024-01-01,7.2,6963.0,8537.0,45.6
8712,ED5-8,F,Y20-24,Y16-24,CY,2021-01-01,7.3,16201.0,18397.0,43.4
8713,ED5-8,F,Y20-24,Y16-24,CY,2022-01-01,7.6,17344.0,19912.0,39.7
8714,ED5-8,F,Y20-24,Y16-24,CY,2023-01-01,8.1,18544.0,20736.0,37.6
8715,ED5-8,F,Y20-24,Y16-24,CY,2024-01-01,8.1,20106.0,22121.0,34.8
8716,ED5-8,F,Y20-24,Y16-24,CZ,2021-01-01,8.1,10444.0,11561.0,18.1
8717,ED5-8,F,Y20-24,Y16-24,CZ,2022-01-01,7.9,11974.0,13004.0,17.5
8718,ED5-8,F,Y20-24,Y16-24,CZ,2023-01-01,8.4,12934.0,13912.0,19.7
8719,ED5-8,F,Y20-24,Y16-24,CZ,2024-01-01,8.3,14151.0,15288.0,19.2
8720,ED5-8,F,Y20-24,Y16-24,DE,2021-01-01,7.61,22501.0,25640.0,32.3
8721,ED5-8,F,Y20-24,Y16-24,DE,2022-01-01,7.1,22349.0,25079.0,33.9
8722,ED5-8,F,Y20-24,Y16-24,DE,2023-01-01,7.6,23360.0,26079.0,35.0
8723,ED5-8,F,Y20-24,Y16-24,DE,2024-01-01,7.6,24711.0,27673.0,32.2
8724,ED5-8,F,Y20-24,Y16-24,DK,2021-01-01,7.3,24285.0,26603.0,19.5
8725,ED5-8,F,Y20-24,Y16-24,DK,2022-01-01,7.5,26869.0,31587.0,20.2
8726,ED5-8,F,Y20-24,Y16-24,DK,2023-01-01,7.75,27632.0,30385.0,23.1
8727,ED5-8,F,Y20-24,Y16-24,DK,2024-01-01,7.78,28045.0,29538.0,21.1
8728,ED5-8,F,Y20-24,Y16-24,EE,2021-01-01,7.5,11950.0,13043.0,27.1
8729,ED5-8,F,Y20-24,Y16-24,EE,2022-01-01,7.6,13733.0,15477.0,31.3
8730,ED5-8,F,Y20-24,Y16-24,EE,2023-01-01,8.1,14873.0,15775.0,30.2
8731,ED5-8,F,Y20-24,Y16-24,EE,2024-01-01,7.5,16616.0,17571.0,34.7
8732,ED5-8,F,Y20-24,Y16-24,EL,2021-01-01,7.1,7622.0,8555.0,46.3
8733,ED5-8,F,Y20-24,Y16-24,EL,2022-01-01,7.2,8330.0,9671.0,43.6
8734,ED5-8,F,Y20-24,Y16-24,EL,2023-01-01,7.2,8400.0,9528.0,44.3
8735,ED5-8,F,Y20-24,Y16-24,EL,2024-01-01,7.6,9821.0,10852.0,43.9
8736,ED5-8,F,Y20-24,Y16-24,ES,2021-01-01,7.5,14088.0,16272.0,33.4
8737,ED5-8,F,Y20-24,Y16-24,ES,2022-01-01,7.8,14941.0,17062.0,35.5
8738,ED5-8,F,Y20-24,Y16-24,ES,2023-01-01,7.6,16500.0,19162.0,37.1
8739,ED5-8,F,Y20-24,Y16-24,ES,2024-01-01,7.7,17673.0,19946.0,35.9
8740,ED5-8,F,Y20-24,Y16-24,EU27_2020,2021-01-01,7.61,16781.0,18942.0,29.45
8741,ED5-8,F,Y20-24,Y16-24,EU27_2020,2022-01-01,7.72,17429.0,19664.0,30.19
8742,ED5-8,F,Y20-24,Y16-24,EU27_2020,2023-01-01,7.75,18530.0,20847.0,30.65
8743,ED5-8,F,Y20-24,Y16-24,EU27_2020,2024-01-01,7.7,19602.0,21729.0,29.68
8744,ED5-8,F,Y20-24,Y16-24,FI,2021-01-01,8.3,20196.0,24139.0,23.5
8745,ED5-8,F,Y20-24,Y16-24,FI,2022-01-01,7.72,21325.0,23864.0,23.2
8746,ED5-8,F,Y20-24,Y16-24,FI,2023-01-01,8.3,21502.0,24001.0,26.0
8747,ED5-8,F,Y20-24,Y16-24,FI,2024-01-01,8.0,22813.0,25136.0,27.3
8748,ED5-8,F,Y20-24,Y16-24,FR,2021-01-01,6.9,20109.0,23553.0,27.6
8749,ED5-8,F,Y20-24,Y16-24,FR,2022-01-01,7.4,20605.0,24366.0,31.4
8750,ED5-8,F,Y20-24,Y16-24,FR,2023-01-01,7.7,21703.0,25282.0,29.4
8751,ED5-8,F,Y20-24,Y16-24,FR,2024-01-01,7.5,22428.0,24716.0,29.4
8752,ED5-8,F,Y20-24,Y16-24,HR,2021-01-01,8.2,7831.0,8552.0,46.5
8753,ED5-8,F,Y20-24,Y16-24,HR,2022-01-01,8.1,8906.0,9418.0,44.8
8754,ED5-8,F,Y20-24,Y16-24,HR,2023-01-01,8.6,9695.0,10291.0,41.4
8755,ED5-8,F,Y20-24,Y16-24,HR,2024-01-01,8.6,12575.0,13579.0,34.9
8756,ED5-8,F,Y20-24,Y16-24,HU,2021-01-01,7.61,6004.0,6626.0,34.8
8757,ED5-8,F,Y20-24,Y16-24,HU,2022-01-01,7.8,6291.0,6960.0,33.7
8758,ED5-8,F,Y20-24,Y16-24,HU,2023-01-01,7.75,6814.0,7634.0,31.5
8759,ED5-8,F,Y20-24,Y16-24,HU,2024-01-01,7.78,8116.0,8707.0,28.6
8760,ED5-8,F,Y20-24,Y16-24,IE,2021-01-01,7.5,27002.0,30518.0,29.1
8761,ED5-8,F,Y20-24,Y16-24,IE,2022-01-01,7.7,28785.0,32588.0,33.1
8762,ED5-8,F,Y20-24,Y16-24,IE,2023-01-01,7.5,28687.0,34156.0,34.4
8763,ED5-8,F,Y20-24,Y16-24,IE,2024-01-01,8.0,31874.0,36650.0,31.5
8764,ED5-8,F,Y20-24,Y16-24,IT,2021-01-01,7.6,15485.0,17427.0,32.7
8765,ED5-8,F,Y20-24,Y16-24,IT,2022-01-01,7.6,16596.0,18765.0,32.9
8766,ED5-8,F,Y20-24,Y16-24,IT,2023-01-01,7.8,17906.0,20138.0,28.8
8767,ED5-8,F,Y20-24,Y16-24,IT,2024-01-01,7.5,18351.0,20739.0,29.9
8768,ED5-8,F,Y20-24,Y16-24,LT,2021-01-01,8.0,9680.0,11335.0,36.4
8769,ED5-8,F,Y20-24,Y16-24,LT,2022-01-01,8.2,10627.0,12490.0,39.3
8770,ED5-8,F,Y20-24,Y16-24,LT,2023-01-01,7.8,10998.0,13206.0,40.5
8771,ED5-8,F,Y20-24,Y16-24,LT,2024-01-01,8.0,11927.0,14183.0,41.3
8772,ED5-8,F,Y20-24,Y16-24,LU,2021-01-01,8.0,36373.0,40719.0,21.3
8773,ED5-8,F,Y20-24,Y16-24,LU,2022-01-01,7.8,36732.0,41751.0,18.8
8774,ED5-8,F,Y20-24,Y16-24,LU,2023-01-01,7.6,35088.0,42908.0,24.1
8775,ED5-8,F,Y20-24,Y16-24,LU,2024-01-01,7.7,35624.0,43890.0,22.5
8776,ED5-8,F,Y20-24,Y16-24,LV,2021-01-01,7.3,9167.0,10317.0,41.9
8777,ED5-8,F,Y20-24,Y16-24,LV,2022-01-01,7.8,10449.0,11476.0,44.1
8778,ED5-8,F,Y20-24,Y16-24,LV,2023-01-01,7.3,10835.0,12218.0,44.8
8779,ED5-8,F,Y20-24,Y16-24,LV,2024-01-01,7.9,12573.0,14357.0,45.2
8780,ED5-8,F,Y20-24,Y16-24,MT,2021-01-01,7.7,17380.0,19276.0,15.7
8781,ED5-8,F,Y20-24,Y16-24,MT,2022-01-01,7.8,19092.0,20875.0,15.4
8782,ED5-8,F,Y20-24,Y16-24,MT,2023-01-01,7.7,19882.0,24797.0,15.9
8783,ED5-8,F,Y20-24,Y16-24,MT,2024-01-01,8.2,20041.0,23796.0,18.3
8784,ED5-8,F,Y20-24,Y16-24,NL,2021-01-01,7.5,25439.0,27030.0,15.1
8785,ED5-8,F,Y20-24,Y16-24,NL,2022-01-01,7.6,26272.0,28441.0,14.7
8786,ED5-8,F,Y20-24,Y16-24,NL,2023-01-01,7.4,26515.0,29233.0,15.9
8787,ED5-8,F,Y20-24,Y16-24,NL,2024-01-01,7.7,28522.0,30950.0,17.0
8788,ED5-8,F,Y20-24,Y16-24,NO,2021-01-01,7.6,27564.0,29602.0,23.4
8789,ED5-8,F,Y20-24,Y16-24,NO,2022-01-01,7.7,30788.0,36070.0,22.0
8790,ED5-8,F,Y20-24,Y16-24,NO,2023-01-01,7.7,33690.0,36666.0,24.2
8791,ED5-8,F,Y20-24,Y16-24,NO,2024-01-01,7.6,33445.0,33365.0,23.7
8792,ED5-8,F,Y20-24,Y16-24,PL,2021-01-01,7.2,7450.0,8149.0,24.7
8793,ED5-8,F,Y20-24,Y16-24,PL,2022-01-01,8.3,8062.0,8747.0,27.3
8794,ED5-8,F,Y20-24,Y16-24,PL,2023-01-01,8.4,9122.0,9806.0,26.0
8795,ED5-8,F,Y20-24,Y16-24,PL,2024-01-01,7.6,10707.0,11793.0,23.0
8796,ED5-8,F,Y20-24,Y16-24,PT,2021-01-01,7.61,10359.0,11605.0,31.2
8797,ED5-8,F,Y20-24,Y16-24,PT,2022-01-01,8.3,10095.0,11856.0,29.9
8798,ED5-8,F,Y20-24,Y16-24,PT,2023-01-01,7.3,10524.0,12474.0,30.5
8799,ED5-8,F,Y20-24,Y16-24,PT,2024-01-01,7.7,12105.0,13802.0,28.7
8800,ED5-8,F,Y20-24,Y16-24,RO,2021-01-01,8.8,4427.0,4980.0,47.3
8801,ED5-8,F,Y20-24,Y16-24,RO,2022-01-01,8.4,4764.0,5259.0,47.9
8802,ED5-8,F,Y20-24,Y16-24,RO,2023-01-01,7.75,5907.0,6424.0,46.4
8803,ED5-8,F,Y20-24,Y16-24,RO,2024-01-01,8.1,7176.0,7674.0,40.1
8804,ED5-8,F,Y20-24,Y16-24,SE,2021-01-01,7.3,21824.0,24692.0,18.4
8805,ED5-8,F,Y20-24,Y16-24,SE,2022-01-01,7.6,22340.0,23809.0,21.2
8806,ED5-8,F,Y20-24,Y16-24,SE,2023-01-01,7.8,22920.0,25398.0,21.9
8807,ED5-8,F,Y20-24,Y16-24,SE,2024-01-01,7.7,22513.0,25349.0,22.5
8808,ED5-8,F,Y20-24,Y16-24,SI,2021-01-01,7.61,15161.0,16248.0,24.6
8809,ED5-8,F,Y20-24,Y16-24,SI,2022-01-01,7.72,16648.0,17562.0,24.6
8810,ED5-8,F,Y20-24,Y16-24,SI,2023-01-01,7.75,18516.0,19624.0,22.7
8811,ED5-8,F,Y20-24,Y16-24,SI,2024-01-01,8.1,20246.0,21583.0,23.2
8812,ED5-8,F,Y20-24,Y16-24,SK,2021-01-01,8.4,7690.0,8025.0,27.0
8813,ED5-8,F,Y20-24,Y16-24,SK,2022-01-01,8.7,7662.0,7862.0,27.0
8814,ED5-8,F,Y20-24,Y16-24,SK,2023-01-01,8.6,8453.0,8335.0,29.3
8815,ED5-8,F,Y20-24,Y16-24,SK,2024-01-01,8.2,8821.0,8869.0,28.2
8816,ED5-8,F,Y20-24,Y16-24,TR,2021-01-01,6.0,2426.0,3218.0,33.4
8817,ED5-8,F,Y20-24,Y16-24,TR,2022-01-01,5.7,2467.0,3372.0,31.1
8818,ED5-8,F,Y20-24,Y16-24,TR,2023-01-01,5.8,2630.0,3613.0,31.8
8819,ED5-8,F,Y20-24,Y16-24,TR,2024-01-01,6.0,3662.0,5057.0,26.8
8820,ED5-8,F,Y25-29,Y25-49,AT,2021-01-01,8.2,27422.0,29583.0,18.6
8821,ED5-8,F,Y25-29,Y25-49,AT,2022-01-01,8.0,28176.0,30329.0,19.0
8822,ED5-8,F,Y25-29,Y25-49,AT,2023-01-01,7.9,32412.0,35000.0,22.8
8823,ED5-8,F,Y25-29,Y25-49,AT,2024-01-01,7.8,33329.0,36723.0,20.9
8824,ED5-8,F,Y25-29,Y25-49,BE,2021-01-01,7.9,27548.0,28638.0,22.3
8825,ED5-8,F,Y25-29,Y25-49,BE,2022-01-01,7.9,29737.0,30782.0,22.7
8826,ED5-8,F,Y25-29,Y25-49,BE,2023-01-01,8.0,31365.0,32403.0,21.5
8827,ED5-8,F,Y25-29,Y25-49,BE,2024-01-01,7.7,33266.0,33937.0,21.5
8828,ED5-8,F,Y25-29,Y25-49,BG,2021-01-01,6.8,5691.0,7547.0,36.4
8829,ED5-8,F,Y25-29,Y25-49,BG,2022-01-01,6.3,5940.0,7384.0,42.4
8830,ED5-8,F,Y25-29,Y25-49,BG,2023-01-01,7.1,7150.0,8698.0,46.7
