,isced11,genero,edad,edad_ingresos,geo,periodo,satisfaccion_general,mediana_ingresos,media_ingresos,no_afrontar_imprevistos(%)
271,ED0-2,F,Y20-24,Y16-24,EU27_2020,2023-01-01,7.04,18530.0,20847.0,30.65
272,ED0-2,F,Y20-24,Y16-24,EU27_2020,2024-01-01,6.97,19602.0,21729.0,29.68
273,ED0-2,F,Y20-24,Y16-24,FI,2021-01-01,6.95,20196.0,24139.0,23.5
274,ED0-2,F,Y20-24,Y16-24,FI,2023-01-01,7.04,21502.0,24001.0,26.0
275,ED0-2,F,Y20-24,Y16-24,FI,2024-01-01,6.97,22813.0,25136.0,27.3
276,ED0-2,F,Y20-24,Y16-24,FR,2021-01-01,6.95,20109.0,23553.0,27.6
277,ED0-2,F,Y20-24,Y16-24,FR,2023-01-01,6.6,21703.0,25282.0,29.4
278,ED0-2,F,Y20-24,Y16-24,FR,2024-01-01,6.2,22428.0,24716.0,29.4
279,ED0-2,F,Y20-24,Y16-24,HR,2021-01-01,6.95,7831.0,8552.0,46.5
280,ED0-2,F,Y20-24,Y16-24,HR,2023-01-01,7.04,9695.0,10291.0,41.4
281,ED0-2,F,Y20-24,Y16-24,HR,2024-01-01,6.97,12575.0,13579.0,34.9
282,ED0-2,F,Y20-24,Y16-24,HU,2021-01-01,6.0,6004.0,6626.0,34.8
283,ED0-2,F,Y20-24,Y16-24,HU,2023-01-01,6.1,6814.0,7634.0,31.5
284,ED0-2,F,Y20-24,Y16-24,HU,2024-01-01,7.1,8116.0,8707.0,28.6
285,ED0-2,F,Y20-24,Y16-24,IE,2021-01-01,6.95,27002.0,30518.0,29.1
286,ED0-2,F,Y20-24,Y16-24,IE,2023-01-01,7.04,28687.0,34156.0,34.4
287,ED0-2,F,Y20-24,Y16-24,IE,2024-01-01,6.97,31874.0,36650.0,31.5
288,ED0-2,F,Y20-24,Y16-24,IT,2021-01-01,7.1,15485.0,17427.0,32.7
289,ED0-2,F,Y20-24,Y16-24,IT,2023-01-01,7.4,17906.0,20138.0,28.8
290,ED0-2,F,Y20-24,Y16-24,IT,2024-01-01,7.1,18351.0,20739.0,29.9
291,ED0-2,F,Y20-24,Y16-24,LT,2021-01-01,6.95,9680.0,11335.0,36.4
292,ED0-2,F,Y20-24,Y16-24,LT,2023-01-01,7.04,10998.0,13206.0,40.5
293,ED0-2,F,Y20-24,Y16-24,LT,2024-01-01,6.97,11927.0,14183.0,41.3
294,ED0-2,F,Y20-24,Y16-24,LU,2021-01-01,8.1,36373.0,40719.0,21.3
295,ED0-2,F,Y20-24,Y16-24,LU,2023-01-01,7.04,35088.0,42908.0,24.1
296,ED0-2,F,Y20-24,Y16-24,LU,2024-01-01,7.9,35624.0,43890.0,22.5
297,ED0-2,F,Y20-24,Y16-24,LV,2021-01-01,6.95,9167.0,10317.0,41.9
298,ED0-2,F,Y20-24,Y16-24,LV,2023-01-01,7.04,10835.0,12218.0,44.8
299,ED0-2,F,Y20-24,Y16-24,LV,2024-01-01,6.97,12573.0,14357.0,45.2
300,ED0-2,F,Y20-24,Y16-24,MT,2021-01-01,6.9,17380.0,19276.0,15.7
301,ED0-2,F,Y20-24,Y16-24,MT,2023-01-01,7.04,19882.0,24797.0,15.9
302,ED0-2,F,Y20-24,Y16-24,MT,2024-01-01,6.97,20041.0,23796.0,18.3
303,ED0-2,F,Y20-24,Y16-24,NL,2021-01-01,7.3,25439.0,27030.0,15.1
304,ED0-2,F,Y20-24,Y16-24,NL,2023-01-01,7.04,26515.0,29233.0,15.9
305,ED0-2,F,Y20-24,Y16-24,NL,2024-01-01,6.97,28522.0,30950.0,17.0
306,ED0-2,F,Y20-24,Y16-24,NO,2021-01-01,6.95,27564.0,29602.0,23.4
307,ED0-2,F,Y20-24,Y16-24,NO,2023-01-01,7.04,33690.0,36666.0,24.2
308,ED0-2,F,Y20-24,Y16-24,NO,2024-01-01,6.97,33445.0,33365.0,23.7
309,ED0-2,F,Y20-24,Y16-24,PL,2021-01-01,8.1,7450.0,8149.0,24.7
310,ED0-2,F,Y20-24,Y16-24,PL,2023-01-01,7.04,9122.0,9806.0,26.0
311,ED0-2,F,Y20-24,Y16-24,PL,2024-01-01,6.97,10707.0,11793.0,23.0
312,ED0-2,F,Y20-24,Y16-24,PT,2021-01-01,6.95,10359.0,11605.0,31.2
313,ED0-2,F,Y20-24,Y16-24,PT,2023-01-01,8.8,10524.0,12474.0,30.5
314,ED0-2,F,Y20-24,Y16-24,PT,2024-01-01,7.3,12105.0,13802.0,28.7
315,ED0-2,F,Y20-24,Y16-24,RO,2021-01-01,7.2,4427.0,4980.0,47.3
316,ED0-2,F,Y20-24,Y16-24,RO,2023-01-01,7.8,5907.0,6424.0,46.4
317,ED0-2,F,Y20-24,Y16-24,RO,2024-01-01,7.4,7176.0,7674.0,40.1
318,ED0-2,F,Y20-24,Y16-24,SE,2021-01-01,8.1,21824.0,24692.0,18.4
319,ED0-2,F,Y20-24,Y16-24,SE,2023-01-01,7.04,22920.0,25398.0,21.9
320,ED0-2,F,Y20-24,Y16-24,SE,2024-01-01,6.97,22513.0,25349.0,22.5
321,ED0-2,F,Y20-24,Y16-24,SI,2021-01-01,6.95,15161.0,16248.0,24.6
322,ED0-2,F,Y20-24,Y16-24,SI,2023-01-01,7.04,18516.0,19624.0,22.7
323,ED0-2,F,Y20-24,Y16-24,SI,2024-01-01,6.97,20246.0,21583.0,23.2
324,ED0-2,F,Y20-24,Y16-24,SK,2021-01-01,7.2,7690.0,8025.0,27.0
325,ED0-2,F,Y20-24,Y16-24,SK,2023-01-01,7.5,8453.0,8335.0,29.3
326,ED0-2,F,Y20-24,Y16-24,SK,2024-01-01,7.1,8821.0,8869.0,28.2
327,ED0-2,F,Y20-24,Y16-24,TR,2021-01-01,5.3,2426.0,3218.0,33.4
328,ED0-2,F,Y20-24,Y16-24,TR,2023-01-01,5.4,2630.0,3613.0,31.8
329,ED0-2,F,Y20-24,Y16-24,TR,2024-01-01,5.5,3662.0,5057.0,26.8
330,ED0-2,F,Y25-29,Y25-49,AT,2021-01-01,9.0,27422.0,29583.0,18.6
331,ED0-2,F,Y25-29,Y25-49,AT,2023-01-01,6.86,32412.0,35000.0,22.8
332,ED0-2,F,Y25-29,Y25-49,AT,2024-01-01,6.85,33329.0,36723.0,20.9
333,ED0-2,F,Y25-29,Y25-49,BE,2021-01-01,7.3,27548.0,28638.0,22.3
334,ED0-2,F,Y25-29,Y25-49,BE,2023-01-01,7.3,31365.0,32403.0,21.5
335,ED0-2,F,Y25-29,Y25-49,BE,2024-01-01,7.0,33266.0,33937.0,21.5
336,ED0-2,F,Y25-29,Y25-49,BG,2021-01-01,5.7,5691.0,7547.0,36.4
337,ED0-2,F,Y25-29,Y25-49,BG,2023-01-01,5.7,7150.0,8698.0,46.7
338,ED0-2,F,Y25-29,Y25-49,BG,2024-01-01,6.2,8578.0,10560.0,45.6
339,ED0-2,F,Y25-29,Y25-49,CY,2021-01-01,7.6,17055.0,19454.0,43.4
340,ED0-2,F,Y25-29,Y25-49,CY,2023-01-01,6.9,19527.0,22493.0,37.6
341,ED0-2,F,Y25-29,Y25-49,CY,2024-01-01,7.2,21577.0,24862.0,34.8
342,ED0-2,F,Y25-29,Y25-49,CZ,2021-01-01,6.8,11487.0,12728.0,18.1
343,ED0-2,F,Y25-29,Y25-49,CZ,2023-01-01,6.7,14652.0,16182.0,19.7
344,ED0-2,F,Y25-29,Y25-49,CZ,2024-01-01,6.85,15917.0,17121.0,19.2
345,ED0-2,F,Y25-29,Y25-49,DE,2021-01-01,6.79,26370.0,30832.0,32.3
346,ED0-2,F,Y25-29,Y25-49,DE,2023-01-01,6.5,27774.0,31482.0,35.0
347,ED0-2,F,Y25-29,Y25-49,DE,2024-01-01,6.5,29426.0,33478.0,32.2
348,ED0-2,F,Y25-29,Y25-49,DK,2021-01-01,6.7,33693.0,35791.0,19.5
349,ED0-2,F,Y25-29,Y25-49,DK,2023-01-01,6.86,35013.0,36725.0,23.1
350,ED0-2,F,Y25-29,Y25-49,DK,2024-01-01,6.85,36287.0,38243.0,21.1
351,ED0-2,F,Y25-29,Y25-49,EE,2021-01-01,7.2,14903.0,16315.0,27.1
352,ED0-2,F,Y25-29,Y25-49,EE,2023-01-01,6.86,17721.0,19482.0,30.2
353,ED0-2,F,Y25-29,Y25-49,EE,2024-01-01,6.85,18492.0,20544.0,34.7
354,ED0-2,F,Y25-29,Y25-49,EL,2021-01-01,6.4,8850.0,10028.0,46.3
355,ED0-2,F,Y25-29,Y25-49,EL,2023-01-01,6.86,10334.0,12024.0,44.3
356,ED0-2,F,Y25-29,Y25-49,EL,2024-01-01,6.85,11347.0,12948.0,43.9
357,ED0-2,F,Y25-29,Y25-49,ES,2021-01-01,6.7,16010.0,17826.0,33.4
358,ED0-2,F,Y25-29,Y25-49,ES,2023-01-01,7.2,18295.0,20434.0,37.1
359,ED0-2,F,Y25-29,Y25-49,ES,2024-01-01,7.4,18941.0,21327.0,35.9
360,ED0-2,F,Y25-29,Y25-49,EU27_2020,2021-01-01,6.79,18761.0,21105.0,29.45
361,ED0-2,F,Y25-29,Y25-49,EU27_2020,2023-01-01,6.86,20956.0,23300.0,30.65
362,ED0-2,F,Y25-29,Y25-49,EU27_2020,2024-01-01,6.85,22280.0,24786.0,29.68
363,ED0-2,F,Y25-29,Y25-49,FI,2021-01-01,6.79,27613.0,29861.0,23.5
364,ED0-2,F,Y25-29,Y25-49,FI,2023-01-01,6.86,29808.0,32691.0,26.0
365,ED0-2,F,Y25-29,Y25-49,FI,2024-01-01,6.85,30800.0,33163.0,27.3
366,ED0-2,F,Y25-29,Y25-49,FR,2021-01-01,7.2,23250.0,26604.0,27.6
367,ED0-2,F,Y25-29,Y25-49,FR,2023-01-01,6.8,24827.0,27649.0,29.4
368,ED0-2,F,Y25-29,Y25-49,FR,2024-01-01,6.6,26490.0,29864.0,29.4
369,ED0-2,F,Y25-29,Y25-49,HR,2021-01-01,6.79,8988.0,9908.0,46.5
370,ED0-2,F,Y25-29,Y25-49,HR,2023-01-01,6.86,10840.0,11953.0,41.4
371,ED0-2,F,Y25-29,Y25-49,HR,2024-01-01,6.85,13603.0,14655.0,34.9
372,ED0-2,F,Y25-29,Y25-49,HU,2021-01-01,6.0,7130.0,7785.0,34.8
373,ED0-2,F,Y25-29,Y25-49,HU,2023-01-01,6.9,7981.0,9021.0,31.5
374,ED0-2,F,Y25-29,Y25-49,HU,2024-01-01,7.1,9283.0,10327.0,28.6
375,ED0-2,F,Y25-29,Y25-49,IE,2021-01-01,6.79,30331.0,33084.0,29.1
376,ED0-2,F,Y25-29,Y25-49,IE,2023-01-01,6.86,31388.0,35185.0,34.4
377,ED0-2,F,Y25-29,Y25-49,IE,2024-01-01,6.85,34613.0,38394.0,31.5
378,ED0-2,F,Y25-29,Y25-49,IT,2021-01-01,6.7,16950.0,19328.0,32.7
379,ED0-2,F,Y25-29,Y25-49,IT,2023-01-01,7.0,19500.0,22203.0,28.8
380,ED0-2,F,Y25-29,Y25-49,IT,2024-01-01,6.8,20304.0,22995.0,29.9
381,ED0-2,F,Y25-29,Y25-49,LT,2021-01-01,6.79,10982.0,13183.0,36.4
382,ED0-2,F,Y25-29,Y25-49,LT,2023-01-01,6.86,12980.0,15739.0,40.5
383,ED0-2,F,Y25-29,Y25-49,LT,2024-01-01,6.85,14697.0,17045.0,41.3
384,ED0-2,F,Y25-29,Y25-49,LU,2021-01-01,6.7,42546.0,46922.0,21.3
385,ED0-2,F,Y25-29,Y25-49,LU,2023-01-01,6.86,48290.0,54831.0,24.1
386,ED0-2,F,Y25-29,Y25-49,LU,2024-01-01,6.85,50769.0,58280.0,22.5
387,ED0-2,F,Y25-29,Y25-49,LV,2021-01-01,6.79,10878.0,12652.0,41.9
388,ED0-2,F,Y25-29,Y25-49,LV,2023-01-01,6.86,12860.0,14665.0,44.8
389,ED0-2,F,Y25-29,Y25-49,LV,2024-01-01,6.85,14755.0,16626.0,45.2
390,ED0-2,F,Y25-29,Y25-49,MT,2021-01-01,7.3,19262.0,22092.0,15.7
391,ED0-2,F,Y25-29,Y25-49,MT,2023-01-01,7.3,21349.0,24410.0,15.9
392,ED0-2,F,Y25-29,Y25-49,MT,2024-01-01,7.1,23099.0,26041.0,18.3
393,ED0-2,F,Y25-29,Y25-49,NL,2021-01-01,6.79,30493.0,32240.0,15.1
394,ED0-2,F,Y25-29,Y25-49,NL,2023-01-01,6.86,31547.0,34006.0,15.9
395,ED0-2,F,Y25-29,Y25-49,NL,2024-01-01,7.5,34689.0,36989.0,17.0
396,ED0-2,F,Y25-29,Y25-49,NO,2021-01-01,6.9,36357.0,38629.0,23.4
397,ED0-2,F,Y25-29,Y25-49,NO,2023-01-01,6.86,42073.0,44611.0,24.2
398,ED0-2,F,Y25-29,Y25-49,NO,2024-01-01,6.85,40447.0,42305.0,23.7
399,ED0-2,F,Y25-29,Y25-49,PL,2021-01-01,6.79,8871.0,9853.0,24.7
400,ED0-2,F,Y25-29,Y25-49,PL,2023-01-01,6.86,10704.0,11970.0,26.0
401,ED0-2,F,Y25-29,Y25-49,PL,2024-01-01,6.85,12624.0,13788.0,23.0
402,ED0-2,F,Y25-29,Y25-49,PT,2021-01-01,6.79,11590.0,13233.0,31.2
403,ED0-2,F,Y25-29,Y25-49,PT,2023-01-01,6.6,12378.0,14610.0,30.5
404,ED0-2,F,Y25-29,Y25-49,PT,2024-01-01,6.7,13334.0,15111.0,28.7
405,ED0-2,F,Y25-29,Y25-49,RO,2021-01-01,6.6,5549.0,6105.0,47.3
406,ED0-2,F,Y25-29,Y25-49,RO,2023-01-01,7.1,7057.0,7608.0,46.4
407,ED0-2,F,Y25-29,Y25-49,RO,2024-01-01,7.4,8494.0,9012.0,40.1
408,ED0-2,F,Y25-29,Y25-49,SE,2021-01-01,6.79,26644.0,27886.0,18.4
409,ED0-2,F,Y25-29,Y25-49,SE,2023-01-01,7.8,28281.0,29721.0,21.9
410,ED0-2,F,Y25-29,Y25-49,SE,2024-01-01,6.8,27778.0,29165.0,22.5
411,ED0-2,F,Y25-29,Y25-49,SI,2021-01-01,6.79,16382.0,17432.0,24.6
412,ED0-2,F,Y25-29,Y25-49,SI,2023-01-01,6.86,18806.0,19924.0,22.7
413,ED0-2,F,Y25-29,Y25-49,SI,2024-01-01,6.85,20701.0,22040.0,23.2
414,ED0-2,F,Y25-29,Y25-49,SK,2021-01-01,6.4,8780.0,8997.0,27.0
415,ED0-2,F,Y25-29,Y25-49,SK,2023-01-01,7.6,9282.0,9356.0,29.3
416,ED0-2,F,Y25-29,Y25-49,SK,2024-01-01,6.85,9994.0,10396.0,28.2
417,ED0-2,F,Y25-29,Y25-49,TR,2021-01-01,5.1,2867.0,4014.0,33.4
418,ED0-2,F,Y25-29,Y25-49,TR,2023-01-01,5.5,3168.0,4655.0,31.8
419,ED0-2,F,Y25-29,Y25-49,TR,2024-01-01,5.6,4511.0,6689.0,26.8
420,ED0-2,F,Y25-34,Y25-49,AT,2021-01-01,8.4,27422.0,29583.0,18.6
421,ED0-2,F,Y25-34,Y25-49,AT,2022-01-01,8.0,28176.0,30329.0,19.0
422,ED0-2,F,Y25-34,Y25-49,AT,2023-01-01,7.8,32412.0,35000.0,22.8
423,ED0-2,F,Y25-34,Y25-49,AT,2024-01-01,7.5,33329.0,36723.0,20.9
424,ED0-2,F,Y25-34,Y25-49,BE,2021-01-01,7.3,27548.0,28638.0,22.3
425,ED0-2,F,Y25-34,Y25-49,BE,2022-01-01,7.2,29737.0,30782.0,22.7
426,ED0-2,F,Y25-34,Y25-49,BE,2023-01-01,7.1,31365.0,32403.0,21.5
427,ED0-2,F,Y25-34,Y25-49,BE,2024-01-01,7.0,33266.0,33937.0,21.5
428,ED0-2,F,Y25-34,Y25-49,BG,2021-01-01,5.2,5691.0,7547.0,36.4
429,ED0-2,F,Y25-34,Y25-49,BG,2022-01-01,4.9,5940.0,7384.0,42.4
430,ED0-2,F,Y25-34,Y25-49,BG,2023-01-01,5.3,7150.0,8698.0,46.7
431,ED0-2,F,Y25-34,Y25-49,BG,2024-01-01,6.0,8578.0,10560.0,45.6
432,ED0-2,F,Y25-34,Y25-49,CY,2021-01-01,7.1,17055.0,19454.0,43.4
433,ED0-2,F,Y25-34,Y25-49,CY,2022-01-01,6.9,18654.0,20741.0,39.7
434,ED0-2,F,Y25-34,Y25-49,CY,2023-01-01,7.2,19527.0,22493.0,37.6
435,ED0-2,F,Y25-34,Y25-49,CY,2024-01-01,7.0,21577.0,24862.0,34.8
436,ED0-2,F,Y25-34,Y25-49,CZ,2021-01-01,6.7,11487.0,12728.0,18.1
437,ED0-2,F,Y25-34,Y25-49,CZ,2022-01-01,7.3,13059.0,14474.0,17.5
438,ED0-2,F,Y25-34,Y25-49,CZ,2023-01-01,6.7,14652.0,16182.0,19.7
439,ED0-2,F,Y25-34,Y25-49,CZ,2024-01-01,6.7,15917.0,17121.0,19.2
440,ED0-2,F,Y25-34,Y25-49,DE,2021-01-01,6.67,26370.0,30832.0,32.3
441,ED0-2,F,Y25-34,Y25-49,DE,2022-01-01,5.7,26371.0,29889.0,33.9
442,ED0-2,F,Y25-34,Y25-49,DE,2023-01-01,6.6,27774.0,31482.0,35.0
443,ED0-2,F,Y25-34,Y25-49,DE,2024-01-01,6.4,29426.0,33478.0,32.2
444,ED0-2,F,Y25-34,Y25-49,DK,2021-01-01,6.1,33693.0,35791.0,19.5
445,ED0-2,F,Y25-34,Y25-49,DK,2022-01-01,5.0,34950.0,37311.0,20.2
446,ED0-2,F,Y25-34,Y25-49,DK,2023-01-01,6.4,35013.0,36725.0,23.1
447,ED0-2,F,Y25-34,Y25-49,DK,2024-01-01,7.1,36287.0,38243.0,21.1
448,ED0-2,F,Y25-34,Y25-49,EE,2021-01-01,7.1,14903.0,16315.0,27.1
449,ED0-2,F,Y25-34,Y25-49,EE,2022-01-01,7.5,17760.0,19812.0,31.3
450,ED0-2,F,Y25-34,Y25-49,EE,2023-01-01,6.9,17721.0,19482.0,30.2
451,ED0-2,F,Y25-34,Y25-49,EE,2024-01-01,6.9,18492.0,20544.0,34.7
452,ED0-2,F,Y25-34,Y25-49,EL,2021-01-01,6.3,8850.0,10028.0,46.3
453,ED0-2,F,Y25-34,Y25-49,EL,2022-01-01,5.8,9848.0,11053.0,43.6
454,ED0-2,F,Y25-34,Y25-49,EL,2023-01-01,5.6,10334.0,12024.0,44.3
455,ED0-2,F,Y25-34,Y25-49,EL,2024-01-01,5.6,11347.0,12948.0,43.9
456,ED0-2,F,Y25-34,Y25-49,ES,2021-01-01,6.9,16010.0,17826.0,33.4
457,ED0-2,F,Y25-34,Y25-49,ES,2022-01-01,7.0,16794.0,19069.0,35.5
458,ED0-2,F,Y25-34,Y25-49,ES,2023-01-01,7.1,18295.0,20434.0,37.1
459,ED0-2,F,Y25-34,Y25-49,ES,2024-01-01,7.3,18941.0,21327.0,35.9
460,ED0-2,F,Y25-34,Y25-49,EU27_2020,2021-01-01,6.67,18761.0,21105.0,29.45
461,ED0-2,F,Y25-34,Y25-49,EU27_2020,2022-01-01,6.62,19570.0,21789.0,30.19
462,ED0-2,F,Y25-34,Y25-49,EU27_2020,2023-01-01,6.78,20956.0,23300.0,30.65
463,ED0-2,F,Y25-34,Y25-49,EU27_2020,2024-01-01,6.9,22280.0,24786.0,29.68
464,ED0-2,F,Y25-34,Y25-49,FI,2021-01-01,6.67,27613.0,29861.0,23.5
465,ED0-2,F,Y25-34,Y25-49,FI,2022-01-01,6.62,28686.0,31438.0,23.2
466,ED0-2,F,Y25-34,Y25-49,FI,2023-01-01,6.78,29808.0,32691.0,26.0
467,ED0-2,F,Y25-34,Y25-49,FI,2024-01-01,6.83,30800.0,33163.0,27.3
468,ED0-2,F,Y25-34,Y25-49,FR,2021-01-01,6.6,23250.0,26604.0,27.6
469,ED0-2,F,Y25-34,Y25-49,FR,2022-01-01,6.7,23611.0,26465.0,31.4
470,ED0-2,F,Y25-34,Y25-49,FR,2023-01-01,6.7,24827.0,27649.0,29.4
471,ED0-2,F,Y25-34,Y25-49,FR,2024-01-01,6.7,26490.0,29864.0,29.4
472,ED0-2,F,Y25-34,Y25-49,HR,2021-01-01,6.1,8988.0,9908.0,46.5
473,ED0-2,F,Y25-34,Y25-49,HR,2022-01-01,6.62,9844.0,10667.0,44.8
474,ED0-2,F,Y25-34,Y25-49,HR,2023-01-01,6.2,10840.0,11953.0,41.4
475,ED0-2,F,Y25-34,Y25-49,HR,2024-01-01,7.0,13603.0,14655.0,34.9
476,ED0-2,F,Y25-34,Y25-49,HU,2021-01-01,6.0,7130.0,7785.0,34.8
477,ED0-2,F,Y25-34,Y25-49,HU,2022-01-01,6.9,7206.0,8119.0,33.7
478,ED0-2,F,Y25-34,Y25-49,HU,2023-01-01,7.0,7981.0,9021.0,31.5
479,ED0-2,F,Y25-34,Y25-49,HU,2024-01-01,7.0,9283.0,10327.0,28.6
480,ED0-2,F,Y25-34,Y25-49,IE,2021-01-01,6.8,30331.0,33084.0,29.1
481,ED0-2,F,Y25-34,Y25-49,IE,2022-01-01,6.62,31099.0,33952.0,33.1
482,ED0-2,F,Y25-34,Y25-49,IE,2023-01-01,6.78,31388.0,35185.0,34.4
483,ED0-2,F,Y25-34,Y25-49,IE,2024-01-01,6.83,34613.0,38394.0,31.5
484,ED0-2,F,Y25-34,Y25-49,IT,2021-01-01,6.9,16950.0,19328.0,32.7
485,ED0-2,F,Y25-34,Y25-49,IT,2022-01-01,6.9,18092.0,20672.0,32.9
486,ED0-2,F,Y25-34,Y25-49,IT,2023-01-01,7.1,19500.0,22203.0,28.8
487,ED0-2,F,Y25-34,Y25-49,IT,2024-01-01,6.9,20304.0,22995.0,29.9
488,ED0-2,F,Y25-34,Y25-49,LT,2021-01-01,6.0,10982.0,13183.0,36.4
489,ED0-2,F,Y25-34,Y25-49,LT,2022-01-01,7.0,11624.0,14282.0,39.3
490,ED0-2,F,Y25-34,Y25-49,LT,2023-01-01,6.78,12980.0,15739.0,40.5
491,ED0-2,F,Y25-34,Y25-49,LT,2024-01-01,6.83,14697.0,17045.0,41.3
492,ED0-2,F,Y25-34,Y25-49,LU,2021-01-01,6.2,42546.0,46922.0,21.3
493,ED0-2,F,Y25-34,Y25-49,LU,2022-01-01,5.8,46014.0,49497.0,18.8
494,ED0-2,F,Y25-34,Y25-49,LU,2023-01-01,5.7,48290.0,54831.0,24.1
495,ED0-2,F,Y25-34,Y25-49,LU,2024-01-01,6.5,50769.0,58280.0,22.5
496,ED0-2,F,Y25-34,Y25-49,LV,2021-01-01,6.5,10878.0,12652.0,41.9
497,ED0-2,F,Y25-34,Y25-49,LV,2022-01-01,5.8,11565.0,13457.0,44.1
498,ED0-2,F,Y25-34,Y25-49,LV,2023-01-01,6.78,12860.0,14665.0,44.8
499,ED0-2,F,Y25-34,Y25-49,LV,2024-01-01,6.83,14755.0,16626.0,45.2
500,ED0-2,F,Y25-34,Y25-49,MT,2021-01-01,7.1,19262.0,22092.0,15.7
501,ED0-2,F,Y25-34,Y25-49,MT,2022-01-01,7.4,20033.0,23910.0,15.4
502,ED0-2,F,Y25-34,Y25-49,MT,2023-01-01,7.2,21349.0,24410.0,15.9
503,ED0-2,F,Y25-34,Y25-49,MT,2024-01-01,7.1,23099.0,26041.0,18.3
504,ED0-2,F,Y25-34,Y25-49,NL,2021-01-01,6.6,30493.0,32240.0,15.1
505,ED0-2,F,Y25-34,Y25-49,NL,2022-01-01,6.7,31959.0,33501.0,14.7
506,ED0-2,F,Y25-34,Y25-49,NL,2023-01-01,6.8,31547.0,34006.0,15.9
507,ED0-2,F,Y25-34,Y25-49,NL,2024-01-01,7.6,34689.0,36989.0,17.0
508,ED0-2,F,Y25-34,Y25-49,NO,2021-01-01,7.1,36357.0,38629.0,23.4
509,ED0-2,F,Y25-34,Y25-49,NO,2022-01-01,7.4,39231.0,42807.0,22.0
510,ED0-2,F,Y25-34,Y25-49,NO,2023-01-01,7.3,42073.0,44611.0,24.2
511,ED0-2,F,Y25-34,Y25-49,NO,2024-01-01,6.3,40447.0,42305.0,23.7
512,ED0-2,F,Y25-34,Y25-49,PL,2021-01-01,7.5,8871.0,9853.0,24.7
513,ED0-2,F,Y25-34,Y25-49,PL,2022-01-01,7.5,9593.0,10682.0,27.3
514,ED0-2,F,Y25-34,Y25-49,PL,2023-01-01,7.6,10704.0,11970.0,26.0
515,ED0-2,F,Y25-34,Y25-49,PL,2024-01-01,8.1,12624.0,13788.0,23.0
516,ED0-2,F,Y25-34,Y25-49,PT,2021-01-01,6.67,11590.0,13233.0,31.2
517,ED0-2,F,Y25-34,Y25-49,PT,2022-01-01,6.9,11400.0,13040.0,29.9
518,ED0-2,F,Y25-34,Y25-49,PT,2023-01-01,7.1,12378.0,14610.0,30.5
519,ED0-2,F,Y25-34,Y25-49,PT,2024-01-01,7.0,13334.0,15111.0,28.7
520,ED0-2,F,Y25-34,Y25-49,RO,2021-01-01,7.0,5549.0,6105.0,47.3
521,ED0-2,F,Y25-34,Y25-49,RO,2022-01-01,7.1,5979.0,6501.0,47.9
522,ED0-2,F,Y25-34,Y25-49,RO,2023-01-01,7.4,7057.0,7608.0,46.4
523,ED0-2,F,Y25-34,Y25-49,RO,2024-01-01,7.4,8494.0,9012.0,40.1
524,ED0-2,F,Y25-34,Y25-49,SE,2021-01-01,7.9,26644.0,27886.0,18.4
525,ED0-2,F,Y25-34,Y25-49,SE,2022-01-01,7.9,27885.0,29234.0,21.2
526,ED0-2,F,Y25-34,Y25-49,SE,2023-01-01,7.7,28281.0,29721.0,21.9
527,ED0-2,F,Y25-34,Y25-49,SE,2024-01-01,7.1,27778.0,29165.0,22.5
528,ED0-2,F,Y25-34,Y25-49,SI,2021-01-01,6.67,16382.0,17432.0,24.6
529,ED0-2,F,Y25-34,Y25-49,SI,2022-01-01,6.62,17539.0,18557.0,24.6
530,ED0-2,F,Y25-34,Y25-49,SI,2023-01-01,6.78,18806.0,19924.0,22.7
531,ED0-2,F,Y25-34,Y25-49,SI,2024-01-01,6.83,20701.0,22040.0,23.2
532,ED0-2,F,Y25-34,Y25-49,SK,2021-01-01,6.1,8780.0,8997.0,27.0
533,ED0-2,F,Y25-34,Y25-49,SK,2022-01-01,5.3,9067.0,9411.0,27.0
534,ED0-2,F,Y25-34,Y25-49,SK,2023-01-01,6.7,9282.0,9356.0,29.3
535,ED0-2,F,Y25-34,Y25-49,SK,2024-01-01,6.1,9994.0,10396.0,28.2
536,ED0-2,F,Y25-34,Y25-49,TR,2021-01-01,5.3,2867.0,4014.0,33.4
537,ED0-2,F,Y25-34,Y25-49,TR,2022-01-01,5.0,2942.0,4382.0,31.1
538,ED0-2,F,Y25-34,Y25-49,TR,2023-01-01,5.5,3168.0,4655.0,31.8
539,ED0-2,F,Y25-34,Y25-49,TR,2024-01-01,5.5,4511.0,6689.0,26.8
540,ED0-2,F,Y25-64,Y16-24,AT,2021-01-01,7.5,28955.0,31628.0,18.6
541,ED0-2,F,Y25-64,Y16-24,AT,2022-01-01,7.1,29376.0,32441.0,19.0
542,ED0-2,F,Y25-64,Y16-24,AT,2023-01-01,7.2,33534.0,36478.0,22.8
543,ED0-2,F,Y25-64,Y16-24,AT,2024-01-01,6.8,34892.5,39149.0,20.9
544,ED0-2,F,Y25-64,Y16-24,BE,2021-01-01,6.9,27448.0,29497.0,22.3
545,ED0-2,F,Y25-64,Y16-24,BE,2022-01-01,6.9,29397.5,31296.5,22.7
546,ED0-2,F,Y25-64,Y16-24,BE,2023-01-01,7.1,30945.0,33591.5,21.5
547,ED0-2,F,Y25-64,Y16-24,BE,2024-01-01,6.9,33334.5,36078.0,21.5
